RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19850164	12452	MID - AMERICA PIPELINE CO (MAPCO)	Yes	19851104	1445	TX	WINKLER	KERMIT	No	 	Yes	"T-OH-WI-6 SECTION 5, BLOCK B-2"	LINE PIPE	PIPE	 	1961	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	13323	NATURAL GAS LIQUID	4908176	3	1108	0	No	No	4	0.14	2632	WELDED	BELOW GROUND	1100	940	Yes	24	1650	6	61	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	NO DATA	WARNING SIGNS	No	No	"S. F. ISAACS, PRESIDENT"	9185811800	 	        		THIRD PARTY RUPTURED LINE WHILE EXCAVATING.
19850165	10012	KANEB PIPELINE CO	Yes	19851107	2000	KS	MCPHERSON	 	No	 	No	ONE MILE SOUTH OF THE TOWN OF MCPHERSON ON OLD HIGHWAY 81.	TANK FARM	TANK	 	1973	INCORRECT OPERATION BY OPERATOR PERSONNEL	 	0	0	0	0	0	0	200000	GASOLINE	2911135	2	1214	622	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"JAMES A. STRICKLAND, DIRECTOR"	3162621408	 	        		STATION OPERATOR SWITCHED INCOMING STREAM TO WRONG TANK CAUSING TANK TO RUN OVER.  ALL OF SPILLED PRODUCT WAS CONTAINED WITHIN THE TANK DIKE AREA.
19850166	2731	CHEVRON PIPELINE CO	No	19851126	1615	TX	LIBERTY	DEVERS	No	 	No	"2 MILES SOUTH OF HWY. 90 DEVERS, TEXAS."	LINE PIPE	PIPE	 	1930	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	200	CRUDE OIL	1311110		3	2	No	No	8	0.32	0	NO DATA	BELOW GROUND	929	35	Null	0	0	0	0	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"A. E. SMITH, DIVISION MANAGER"	4098922373	 	        		"THIS LEAK WAS SPOTTED BY AN AIR PATROL PLANE WHICH FLYS OVER CHEVRON PIPE LINE COMPANY PIPELINE RIGHT-0F-WAYS TWICE A WEEK.  THE LEAK, ORIGINALLY ESTIMATED AT 20 BBLS., WAS FOUND TO BE ONLY 3 BBLS.  APPROXIMATELY 1/2 BBL. OF CRUDE OIL SEEPED INTO A CANAL OWNED BY THE LOWER NECHES VALLY AUTHORITY.  ALL OF THE OIL IN THE CANAL WAS RECOVERED USING SORBENT PADS.  THERE WAS NO HARMTO FISH OR WILDLIFE. OF THE 3 BBLS. SPILLED, A TOTAL OF 2 BBLS. WERE RECOVERED AND RETURNED TO TANKAGE."
19850167	2731	CHEVRON PIPELINE CO	Yes	19851011	1100	TX	WARD	 	No	 	No	"SECTION 20, BLOCK F, G. & M.M.B & A. SURVEY"	LINE PIPE	PIPE	 	1965	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	12000	L. P. G.	4905711	1	600	0	No	No	45	0.16	35000	WELDED	BELOW GROUND	1440	600	Yes	24	1860	12	65	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	NO DATA	DOT APPROVED SIGNS	No	No	"R. L. DOWNIE, DIVISION MANAGER"	9156877567	 	        		PIPE LINE CONTRACTOR DITCHING MACHINE HIT & RUPTURED PIPE LINE.
19850168	2731	CHEVRON PIPELINE CO	No	19851016	1330	TX	LIBERTY	HULL	No	 	No	"1 MILE WEST OF HWY. 770, HULL FIELD, HULL, TX"	NO DATA	PIPE	 	1945	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	5000	CRUDE OIL	1311110	1	125	120	No	No	6	0	0	WELDED	ABOVE GROUND	0	0	No	0	0	0	0	EXTERNAL	No	No	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"A. E. SMITH, DIVISION MANAGER"	4098922373	 	        		THE LEAK OCCURRED DUE TO EXTERNAL CORROSION.  THE LINE WAS ON TOP OF THE GROUND IN A MARSHY AREA.  220' OF PIPE WAS REPLACED.  120 BBLS. OFTHE 125 BBLS. SPILLED WAS RECOVERED BY VACUUM TRUCK.
19850169	15674	PLANTATION PIPE LINE CO	Yes	19851123	955	GA	CARROLL	BREMEN	No	 	No	"PLANTATION'S TANK FARM LOCATED AT BREMEN, GEORGIA, TANK NO. 43, DRAWING A-DOT 27-0 ATTACHED."	TANK FARM	NO DATA	"2"" PIPE COUPLING"	1951	OTHER	"2"" PLUG NOT INSTALLED"	0	0	0	0	0	0	14600	GASOLINE	2911135	1	1926	1500	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"H. B. MCCAULEY, JR., VICE PRESIDENT"	4042612137	 	        		"A PIPELINE CONTRACTOR DOING WORK ON A STORAGE TANK'S FILL LINE FAILED TO REINSTALL A PLUG IN A 2"" PIPE COUPLING ON THE FILL LINE ADJACENT TO THE TANK VALVE.  THE CONTRACTOR'S WORK WAS CHECKED BY TWO COMPANY EMPLOYEES; HOWEVER, BOTH FAILED TO NOTICE THE PLUG WAS MISSING.  THE SPILL STARTED SHORTLY AFTER THE TANK WAS OPENED FOR A RECEIPT AT 1823 EST ON NOVEMBER 22, 1985.  THE SPILL WAS DISCOVERED AT 0955 EST ON NOVEMBER 23 AND ACTION WAS TAKEN TO DISPLACE THE PRODUCT IN THE FILL LINE SO THAT THE TANK VALVE COULD BE CLOSED AT 1130 NOVEMBER 23.  ALL SPILLED PRODUCT WAS CONTAINED WITHIN THE TANK DYKE AND EXCEPT FOR THAT WHICH EVAPORATED OR WAS ABSORBED IN THE GROUND, THE PRODUCT WAS RECOVERED AND RETURNED TO THE TANK.THE CARRIER HAS TAKEN STEPS TO AVOID ANY FUTURE HUMAN ERRORS THAT WOULD LEND THEMSELVES TO A DUPLICATION OF THIS PRODUCT SPILL."
19850170	443	AMOCO PIPELINE CO	Yes	19851124	2200	UT	SUMMIT	 	No	 	No	"AMOCO PIPELINE'S PINEVIEW STATION LOCATED IN THE SW/4 OF SECTION 3, TOWNSHIP 2 NORTH, RANGE 7 EAST, SUMMIT COUNTY UTAH.  STATION IS APPROXIMATELY 13 MILES EAST"	PUMPING STATION	PUMP	 	1985	OTHER	ONE-INCH DIAMETER PIPE	0	0	0	0	0	0	1200	CRUDE OIL	1311110		190	190	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"G. W. WHITE, AREA MANAGER"	3077899116	 	        		SPILL WAS CAUSED BY THE FAILURE OF A ONE-INCH DIAMETER SCREWED PIPE FITTING WHICH WAS A COMPONENT OF A PD PUMP'S INTERNAL RELIEF SYSTEM.  THE PIPE SPLIT APART IN THE THREADS.  ABOUT 190 BARRELS OF CRUDE OIL WERE RECOVERED AND PUT BACK INTO THE PIPELINE SYSTEM WITH VAC TRUCKS.  ALL SPILLED OIL WAS CONTAINED ON STATION GROUNDS.
19850171	12452	MID - AMERICA PIPELINE CO (MAPCO)	Yes	19851201	1221	WY	UINTA	 	No	 	Yes	 	LINE PIPE	NO DATA	 	1981	OTHER	DAMAGE BY OTHERS	0	0	0	0	0	0	31218	NATURAL GAS LIQUID	4908176	3	2600	0	No	No	6	0.13	1960	WELDED	BELOW GROUND	1440	810	Yes	24	1938	2	81	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	NO DATA	PIPELINE WARNING SIGNS	No	No	"S. F. ISAACS, PRESIDENT"	9185811800	 	        		
19850172	18214	SHAMROCK PIPELINE CORP	Yes	19851106	0	TX	LIPSCOMB	 	No	 	No	"SECTION 431, BLOCK 43, H & TC SURVEY, LIPSCOMB COUNTY, TEXAS 4.5 MILES SOUTH & 5.5 MILES EAST OF THE CITY OF LIPSCOMB, TX."	LINE PIPE	PIPE	 	1964	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	62512	CRUDE OIL	1311110	1	3337	1300	No	No	6	0.19	52000	WELDED	BELOW GROUND	1264	1200	Yes	24	1580	9	64	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	No	NO DATA	 	No	Yes	"W. C. TURNER, GENERAL MANAGER"	8063783940	 	        		"ON 06 NOV 85, A LOSS WAS EXPERIENCED IN DIAMOND SHAMROCK'S LIPSCOMB COUNTY CRUDE OIL GATERING SYSTEM.  IMMEDIATELY, COMPANY PERSONNEL BEGANSEARCHING FOR A LEAK WHICH WAS DISCOVERED AT APPROXIMATELY 0830 HOURS ON 08 NOV85.  TWENTY FEET OF 6 5/8"" O.D. .250 WALL PIPE WAS REPLACED.  DURING THE REPAIR, COMPANY PERSONNEL DISCOVERED THE LINE HAD BEEN STRUCK BY A CABLE PLOW PRIOR TOTHE RUPTURE.  APPARENTLY, THE DAMAGE OCCURRED 2 1/2 YEARS AGO ON 31 MAY 83 WHENEMPLOYEES OF GENERAL TELEPHONE COMPANY INSTALLED A TELEPHONE LINE TO THE LANDWONER'S HOUSE.  ALTHOUGH THE PIPELINE'S LOCATION WAS MARKED BY DIAMOND SHAMROCK PERSONNEL, THE TELEPHONE COMPANY'S EXCAVATING EQUIPMENT STRUCK THE LINE.  THE TELEPHONE COMPANY DID NOT NOTIFY DIAMOND SHAMROCK OF THE DAMAGE."
19850173	18718	SUN PIPELINE CO	No	19851126	1330	TX	GREGG	 	No	 	No	"14,000 FT. N.E. OF HWY 80 AND HWY 271 INTERSECTION IN GLADEWATER, TX"	LINE PIPE	PIPE	 	1949	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	800	CRUDE OIL	1311110	1	415	285	No	No	4	0.2	10	WELDED	BELOW GROUND	10	0	No	0	0	0	0	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	No	NO DATA	 	No	No	"WAYNE A. JONES, DISTRICK FOREMAN"	2142971311	 	        		"JACKIE WOOD OIL FIELD SERVICE, INC., WHILE BURYING AN OLD 500 BBL TANK AT THE DIRECTION OF PRINCE BROTHERS PRODUCTION HIT OUR 4"" LINE CAUSING A COMPLETE SEPARATION OF THE LINE.  SEVERAL DAYS LATER, NOT KNOWING OUR LINE WAS DAMAGED, SUN PIPE LINE USED THE LINE.  415 BBBLS FLOWED THROUGH THE DAMAGED SECTION OUT ONTO SURROUNDING AREA.  TO DATE 285 BBBLS HAVE BEEN RECOVERED WITH RECOVERY AND CLEAN UP IN PROGRESS."
19850174	22610	WILLIAMS PIPELINE CO	Yes	19851022	1540	OK	OSAGE	AVANT	Yes	NE1/2 S28 T23N R12E	No	 	LINE PIPE	PIPE	 	1957	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	0	"FERTITL.,AMMON.NITR."	2871244	1	1417	1000	No	No	12	0.25	1647	WELDED	BELOW GROUND	1150	861	No	0	0	0	0	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	S L CROPPER - V PRES	9185883248	 	        		
19850175	2552	COLONIAL PIPELINE CO	Yes	19851108	820	VA	CHESTERFIELD	 	No	 	No	"SOUTH OF CITY OF RICHMOND, VA. BETWEEN INTERSTATE 95 HIGHWAY AND JAMES RIVER NEAR INTERSECTION OF I-95 & I-50."	LINE PIPE	PIPE	 	1963	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	85700	FUEL OIL	2911715	2	2875	658	No	No	16	0.25	52000	WELDED	BELOW GROUND	1170	1110	Yes	24	1536	3	64	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	No	NO DATA	 	No	No	"JAMES S. SORROW, SENIOR ADMINISTRATOR"	4042611470	 	        		"AT 0820 HOURS ON 11/08/85 PRESSURE RECORDERS AND FLOW RATE INSTRUMENTS FOR THE MITCHELL JUNCTION, VA. TO NORFOL, VA. 16"" DIA. PIPELINE INDICATED A PROBABLE LEAK.  TEH MITCHELL JUNCTION OPERATOR SHUT DOWN THE ENTIRE LINEAT 0823 AND INSTRUCTED THE HILL DELIVERY FACILITY (NEAR THE NORFOLK END OF THE PIPELINE) TO CONTINUE TO DELIVER PRODUCT INTO SHIPPER TANKS TO DRAIN AS MUCH PRODUCT AS POSSIBLE AWAY FROM THE SUSPECTED LEAK SITE UPSTREAM OF THE DELIVERY FACILITY.  AT ADVISING THAT FUEL OIL WAS LEAKING FROM A PIPELINE CROSSING THEIR BARGE LOADING TERMINAL PROPERTY BETWEEN THE JAMES RIVER AND I-95 HIGHWAY.  BLOCK VALVES UPSTREAM AND DOWNSTREAM OF THE LEAK SITE WERE THEN CLOSED, AND EMERGENCY RESPONSE WERE NOTIFIED TO PROCEED TO THE SITE WITH PIPELINE REPAIR, OIL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT.THE CHESTERFIELD COUNTY FIRE DEPARTMENT, NATIONAL RESPONSE CENTER AND THE STATE OF VIRGINIA OIL SPILL AGENCY WERE NOTIFIED OF THE LEAK BETWEEN 0900 AND 0930 HOURS.  THE FIRE DEPARTMENT RESPONDED IMMEDIATELY AND REMAINEDON THE SCENE UNTIL REPAIR OF THE PIPELINE WAS COMPLETED.  REPRESENTATIVES OF THEU.S. COAST GUARD AND STATE OF VIRGINIA ALSO APPEARED AT THE SITE.""COMMENTS ARE NOT COMPLETED"""
19860001	25133	TEXACO TRADING & TRANSPORTATION INC	No	19851222	30	CA	MERCED	 	No	 	No	"NW 1/4 SECTION 19, T11S,R10E MERCED CTY, CAILF N BANK OF SALT CREEK APPROX. 2 MI W OF I-5 HWY AND 7 MI N OF ARBURUA RD"	LINE PIPE	PIPE	 	1967	FAILED PIPE	 	0	0	0	0	0	0	43000	CRUDE OIL	1311110	1	12000		No	No	20	0.25	1300	WELDED	BELOW GROUND	875	875	Yes	24	1170	0	67	NO DATA	Yes	Yes	NO DATA	 	NO DATA	 	Yes	ONE CALL	 	Null	Null	C M WHITLOCK - P/L OPER MGR	8053270220	 	        		
19860002	10191	KERR - MCGEE CORP	Yes	19851113	1045	NM	SAN JUAN	 	No	 	Yes	MAP OF ACCIDENT IS ATTACHED TO THIS FORM.	LINE PIPE	PIPE	 	1967	OUTSIDE FORCE DAMAGE	DAMAGE BY OPERATOR OR ITS CONTRACTOR	0	0	0	0	0	0	1750	CRUDE OIL	1311110	1	901	430	No	No	8	0.19	1000	WELDED	BELOW GROUND	700	700	Yes	8	1000	0	67	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OPERATOR OR ITS CONTRACTOR	 	No	NO DATA	 	Yes	Yes	RAY BENALLY - PROD FOREMAN	5053279919	 	        		
19860003	22907	WYCO PIPE LINE CO	Yes	19860106	1600	CO	EL PASO	 	No	 	No	EAST OF COLORADO SPRINGS APPROX 8 MI SEC 9 T 15-S R65W NW1/4	LINE PIPE	PIPE	 	1966	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	57000	GASOLINE	2911135	3	1175	4	No	No	6	0.19	2383	WELDED	BELOW GROUND	1440	800	Yes	24	1910	9	66	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	OTHER	CALL FOR LOCATE	No	Yes	H C OLIVER - AREA MGR DUPONT OPER	3038304778	 	        		
19860004	809	ARCO PIPE LINE CO	Yes	19851219	830	IL	LIVINGSTON	 	No	 	No	ON WEST SIDE OF ROAD #375E APPROX 1/4 MILE N OF HWY 17 NEAR READING IL	LINE PIPE	PIPE	 	1905	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	0	GASOLINE	2911135		136		No	No	8	0.32	30000	WELDED	BELOW GROUND	621	766	Yes	24	820	7	70	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	NORMAN R BENNETT - MGR MIDCONTINENT REGION	3163311300	 	        		
19860005	18194	SEMINOLE PIPELINE CO	Yes	19860113	1022	TX	CONCHO	 	No	 	Yes	RIVERSIDE RANCH CORP 144-TX-CO-12 MAP # 9008-AL-45 STATION 11482+85	PUMPING STATION	NO DATA	 	1982	OTHER	PUMP SEAL	0	0	0	0	0	0	1500	NATURAL GAS LIQUID	4908176	2	50	0	Yes	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	S F ISAACS - PRES	9185811800	 	        		
19860006	4906	EXXON PIPELINE CO	No	19851118	140	TX	ECTOR	ODESSA	No	 	No	FARM ROAD 1936 3 1/2 MILES SOUTH OF INTERSECTION OF STATE HWY 302 AND FM RD 1936	LINE PIPE	PIPE	 	1957	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	88000	CRUDE OIL	1311110	1	8000		No	No	18	0.25	52000	WELDED	BELOW GROUND	930	550	Yes	24	1009	0	57	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	G P MURRAY - OPER MGR	7136565956	 	        		
19860007	809	ARCO PIPE LINE CO	Yes	19851205	1630	OK	SEMINOLE	EARLSBORO	No	 	Null	"3 MILES SOUTH AND 2-1/2 MILE EAST OF EARLSBORO, OK. APPROX. 950' S AND 700' WEST OF NE CORNER OF SECTION 34, T9N R5E"	LINE PIPE	PIPE	 	1925	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	1000	CRUDE OIL	1311110	1	100	90	No	No	8	0.32	30000	WELDED	BELOW GROUND	450	100	No	0	0	0	0	INTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	N R BENNETT - MIDCONTINENT REG MGR	3163311300	 	        		
19860008	4906	EXXON PIPELINE CO	Yes	19851204	1600	TX	LIMESTONE	 	No	 	No	"GROESBECK-NECHES 10"" LINE. PLUMMERS CREEK(STATION 3429+24) ABOUT1-3/4 MILES EAST OF OUR GROESBECK STATION."	LINE PIPE	GIRTH	 	1936	OUTSIDE FORCE DAMAGE	DAMAGE BY NATURAL FORCES	0	0	0	0	0	0	50000	CRUDE OIL	1311110	1	100	97	No	No	10	0.34	30000	WELDED	BELOW GROUND	640	0	Yes	24	800	0	75	NO DATA	Null	Null	NO DATA	 	DAMAGE BY NATURAL FORCES	 	Null	NO DATA	 	Null	Null	G P MURRAY - OPER MGR	7136565956	 	        		
19860009	5522	FOUR CORNERS PIPELINE CO	Yes	19851212	840	CA	RIVERSIDE	 	No	 	No	2 MILES EAST OF CABAZON NORTH OF INTERSTATE 10 BY FRONTAGE RD	LINE PIPE	OTHER	TAP INSTLD BY THIEVES	0	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	225000	CRUDE OIL	1311110	1	1000	1000	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Null	NO DATA	 	Null	Null	R B KUPREWICZ - VP AND MGR OPER	2134289000	 	        		
19860010	809	ARCO PIPE LINE CO	Yes	19851220	1500	LA	 	 	Yes	"X=2,760,143, Y=151,655"	No	"APPROX 750 FEET SE OF SOUTH PASS BLOCK 60 PLATFORM ""C"" IN THE GULF OF MEXICO"	LINE PIPE	PIPE	 	1973	OTHER	OTHER	0	0	0	0	0	0	0	CRUDE OIL	1311110	3	3	0	No	No	6	0.34	35000	WELDED	BELOW GROUND	1440	400	Yes	8	1893	7	83	NO DATA	Null	Null	NO DATA	 	OTHER	UNKNOWN	Yes	OTHER	AOGC ANCHOR PROCEDURE	Null	Null	V P DRISKI - REG MGR	3163311300	 	        		
19860011	443	AMOCO PIPELINE CO	Yes	19851223	800	MO	LAFAYETTE	 	No	 	No	MAYVIEW PUMPING STATION	PUMPING STATION	PIPE	 	1957	FAILED PIPE	FROSTHEAVE	0	0	0	0	0	0	2000	CRUDE OIL	1311110	1	5	3	No	No	1	0.15	400	THREADED	BELOW GROUND	830	700	No	0	0	0	0	NO DATA	Null	Null	NO DATA	 	FROSTHEAVE	 	Null	NO DATA	 	Null	Null	M B WEISS - AREA MGR OPER	8163311673	 	        		
19860012	809	ARCO PIPE LINE CO	Yes	19851222	1045	OK	CREEK	DRUMRIGHT	No	 	No	500' NW OF ARCO PIPELINE MANUEL STATION SEC 29 18N 7 EAST	LINE PIPE	PIPE	 	1919	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	200	CRUDE OIL	1311110	1	175	174	No	No	12	0.38	30000	COUPLED	BELOW GROUND	0	25	No	0	0	0	0	INTERNAL	Yes	Yes	OTHER	INTERNAL OXIDATION	NO DATA	 	Null	NO DATA	 	Null	Null	NORMAN R BENNETT - MGR MIDCONT REG	3163311300	 	        		
19860013	14295	OLYMPIC PIPE LINE CO	Yes	19851224	1430	WA	KING	 	No	 	No	NEAR INTERSECTION OF 13TH AVE SW AND W FLORIDA ST	TANK FARM	BOLTED FITTING	& FLANGE GASKET	1970	OTHER	GASKET FITTING	0	0	0	0	0	0	10000	DIESEL FUEL	2911315	3	60	56	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	G A SEYMOUR - VP	2146582331	 	        		
19860014	12628	MOBIL PIPELINE CO	Yes	19851220	1700	OK	GARVIN	 	No	 	No	PASTURE LAND IN THER SW 1/4 SECTION 19 T3N-R3W GARVIN COUNTY OK	LINE PIPE	PIPE	 	1927	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	41000	CRUDE OIL	1311110	1	250	180	No	No	8	0.32	24000	THREADED	BELOW GROUND	637	300	Yes	2	2700	9	69	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	D L DENNARD - VP OPER	2146582226	 	        		
19860015	22610	WILLIAMS PIPELINE CO	Yes	19851223	1220	KS	WYANDOTTE	KANSAS CITY	No	 	No	NE CORNER OF THE NW1/4 NW 1/4 SEC 30 T115 R25E	LINE PIPE	PIPE	 	1946	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	45	GASOLINE	2911135	2	768	320	No	No	8	0.2	1648	WELDED	BELOW GROUND	1150	1000	No	0	0	0	0	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	S L CROPPER VP	9185883248	 	        		
19860016	19536	TOTAL PIPELINE CORP	Yes	19851220	1100	TX	WICHITA	BURKBURNETT	No	 	No	"7MI. WEST OF BURK. IN HWY. 240 TO FM 1813, 2 MI. SOUTH ON 1813 TO FM 2345, 1/4 MI. EAST ON 2345 AND THEN 1/4 MI. NORTH."	LINE PIPE	PIPE	 	1935	INCORRECT OPERATION BY OPERATOR PERSONNEL	 	0	0	0	0	0	0	500	CRUDE OIL	1311110	1	130	0	No	No	3	0.25	0	WELDED	BELOW GROUND	250	0	No	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	P/L PERSONNEL CLOSED VALV	Yes	NO DATA	 	Null	Null	JAMES R EIDSON - OPER MGR	8175692283	 	        		
19860017	443	AMOCO PIPELINE CO	No	19851219	1730	OK	POTTAWATOMIE	SHAWNEE	No	 	No	NW 1/4 SECTION 18 T11N-R4E. SEE ATTACHED SKETCH.	LINE PIPE	OTHER	SCREWED PIPE COUPLING	1918	FAILED PIPE	DAMAGE BY NATURAL FORCES	0	0	0	0	0	0	25000	CRUDE OIL	1311110	1	3950	370	No	No	6	0.28	25000	THREADED	BELOW GROUND	790	540	Yes	24	1025	0	76	NO DATA	Null	Null	NO DATA	 	DAMAGE BY NATURAL FORCES	 	Null	NO DATA	 	Null	Null	J W WILHELM - AREA MGR	9182254702	 	        		
19860018	443	AMOCO PIPELINE CO	No	19851203	2220	TX	GALVESTON	 	No	 	No	"MILE POST 11.9 ON BAYTOWN TO TEXAS CITY 6"" BUTANE LINE. APPROXIMATELY 100 YARDS WEST OF HIGHWAY 146 AND 300 YARDS SOUTHEAST OF THE BAYVIEW WATER TOWER."	LINE PIPE	PIPE	 	1943	FAILED PIPE	 	0	0	0	0	0	0	212000	L. P. G.	4905711	2	3500	0	No	No	6	0.28	30000	WELDED	BELOW GROUND	550	246	Yes	0	750	0	69	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	THOMAS L EGELSTON - AREA MGR OPER	7133322476	 	        		
19860027	12628	MOBIL PIPELINE CO	Null	19860130	600	TX	CALDWELL	LULING	No	 	No	"MOBIL PIPE LINE COMPANY TANK FARM ON HWY 90 AT EAST CITY LIMITS OF LULING, TX."	TANK FARM	TANK	 	1963	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	0	CRUDE OIL	1311110	1	400	350	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	INTERNAL	Yes	Yes	OTHER	INTERNAL	NO DATA	 	Null	NO DATA	 	Null	Null	"D.L. DENNARD, VICE PRESIDENT OPERATIONS"	2146582226	 	        		"CRUDE OIL WAS DISCOVERED LEAKING FROM THE BOTTOM OF TANK NO. 2852 AT 0600 ON JANUARY 30, 1986. THE TANK WAS IMMEDIATELY TAKEN OUT OF SERVICE AND PUMPED DOWN, WHICH STOPPED THE LEAK. THE ESCAPED CRUDE OIL, WHICH WAS CONTAINED IN THE FIRE WALL, WAS PICKED UP AND RETURNED TO THE PIPELINE SYSTEM. THE BOTTOM OF THIS TANK WAS EPOXY COATED AT THE TIME IT WAS CONSTRUCTED IN 1963. TANKNO. 2652 WILL BE CLEANED, GAS FREED AND TAKEN OUT OF SERVICE."
19860028	12628	MOBIL PIPELINE CO	No	19860115	1543	TX	JASPER	 	No	 	No	"FORM VIDOR, TEXAS, TAKE 105 NORTH APPROXIMATELY 8-10 MILES, TURN RIGHT ON GIST ROAD TO MOBIL PIPE LINE RIGTHS-OF-WAY, ACCIDENT WAS APPROXIMATELY 200 YARDS NORTH"	LINE PIPE	PIPE	 	1926	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	0	GASOLINE	2911135	2	164	87	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	OTHER	"AERIAL SURVEILLANCE, PIPE"	No	No	"D.L. DENNARD, VICE PRESIDENT OPERATIONS"	2146582226	 	        		"A CONTRACTOR WAS GRADING A LOGGING ROAD FOR THE KIRBY LUMBER COMPANY WITH A DOZER WHEN HE STRUCK AND RUPTURED THE 8"" PRODUCTS PIPELINE. THERUPTURE WAS 8 INCHES LONG AND 4 INCHES WIDE. MOBIL PIPE LINE HAD NOT BEEN NOTIFIED THAT THE DOZER WOULD BE WORKING NEAR OUR PIPELINE. THE PIPELINE WAS MARKED AT GIST ROAD, 200 YARDS FROM THE ACCIDENT SITE. THE RIGHT-OF-WAY WAS CLEARED IN THE AREA WHERE THE DOZER STRUCK THE PIPELINE."
