X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-13049298.5219,3882602.7238,170,11,5,,SD,R,30.682,R,"SAN DIEGO, NORTH JCT. RTE. 805",5300.0,65000.0,60000.0,4700.0,63000.0,60000.0
-13049730.8789,3883467.1184,171,11,5,,SD,R,31.188,R,DUM NB ON FR 805 -END INDEP ALIGN,4750.0,55000.0,48000.0,12700.0,178000.0,161000.0
-13132943.2486,4009284.9716,172,12,5,,ORA,,41.84,R,BEGIN RIGHT ALIGN,19200.0,243000.0,223000.0,19200.0,243000.0,223000.0
-13133314.6491,4009619.4871,173,12,5,,ORA,,42.1,R,"FULLERTON, JCT. RTE. 91",19000.0,241000.0,223000.0,16100.0,149000.0,133000.0
-13133994.1904,4009892.4555,174,12,5,,ORA,,42.515,R,END INDEP ALIGN,15500.0,148000.0,133900.0,18800.0,232000.0,210200.0
-13190182.2293,4071207.7008,175,7,5,S,LA,C,43.925,R,"LOS ANGELES, BEGIN TRUCK FREEWAY",,,,1150.0,18200.0,17400.0
-13191565.3994,4072545.4135,176,7,5,S,LA,C,44.924,R,"LOS ANGELES, END INDEPENDENT ALIGNMENT",1150.0,18200.0,17400.0,,,
-13235496.6251,4147336.9896,177,6,5,,KER,,5.152,R,BEG INDEP ALIGN RT LNS,8500.0,105000.0,83000.0,4600.0,50000.0,43000.0
-13239174.429,4155610.6581,178,6,5,,KER,,10.153,R,GRAPEVINE,4600.0,50000.0,43000.0,4600.0,50000.0,43000.0
-13239374.8774,4156088.139,179,6,5,,KER,,10.408,R,END INDEP ALIGN,4600.0,50000.0,43000.0,9200.0,104000.0,86000.0
-13241659.3425,4164990.2702,180,6,5,,KER,R,15.076,R,BEG RTE 5 CONN RT LNS,2150.0,22000.0,19700.0,2150.0,21900.0,19700.0
-13241659.3425,4164990.2702,181,6,5,,KER,R,15.076,R,BEG RTE 5 CONN RT LNS,,,,2150.0,22000.0,19700.0
-13242062.2328,4166400.6878,182,6,5,,KER,R,15.858,R,JCT. RTE. 99 NORTH,2150.0,22000.0,19700.0,2150.0,21900.0,19700.0
-13507655.8142,4522903.5271,183,10,5,,SJ,,0.68,R,JCT. RTE. 580 WEST,,,,2250.0,26000.0,38000.0
-13615743.2661,4978891.4797,184,2,5,,SHA,R,29.315,R,TURNTABLE BAY ROAD,1250.0,12800.0,10600.0,1250.0,12800.0,10600.0
-13616844.082,4983920.1931,185,2,5,,SHA,R,32.159,R,O' BRIEN,1250.0,12800.0,10600.0,1200.0,12300.0,10200.0
-13619193.3546,5063350.3436,186,2,5,,SIS,R,13.184,R,ABRAMS LAKE ROAD,1600.0,15000.0,12800.0,1600.0,15000.0,12400.0
-13644527.0319,5139731.7638,187,2,5,,SIS,R,58.326,R,JCT. RTE. 96 WEST,840.0,9100.0,7700.0,840.0,9100.0,7700.0
-13646890.1121,5154203.2598,188,2,5,,SIS,R,65.517,R,BAILEY HILL ROAD RT,1150.0,9800.0,8400.0,1150.0,9800.0,8400.0
-12953260.3927,3856242.8614,189,11,8,,SD,R,61.147,R,CRESTWOOD ROAD,2450.0,19100.0,17500.0,2450.0,21100.0,18600.0
-12924840.0612,3848214.9005,190,11,8,,SD,R,77.765,R,SAN DIEGO/IMPERIAL COUNTY LINE,870.0,8900.0,8300.0,,,
-12924840.0612,3848214.9005,191,11,8,,IMP,R,0.0,R,SAN DIEGO/IMPERIAL COUNTY LINE,,,,1800.0,9200.0,8600.0
-12924134.141,3852409.0817,192,11,8,,IMP,R,3.091,R,MOUNTAIN SPRINGS INTERCHANGE,1000.0,10100.0,9400.0,1000.0,10100.0,9400.0
-13613923.7113,4558122.8662,193,4,13,,ALA,,13.738,R,BEG INDEP ALIGN RT,4550.0,45500.0,43500.0,2300.0,22600.0,21800.0
-13614254.1249,4558117.5051,194,4,13,,ALA,,13.906,R,"BERKELEY, JCT. RTE. 80",2300.0,22600.0,21800.0,,,
-13037926.0156,3854616.0037,195,11,15,,SD,R,0.0,R,JCT. RTE. 5,,,,9600.0,112000.0,102000.0
-13563639.6867,4825236.0006,196,3,32,,BUT,R,8.869,R,"CHICO, ON NINTH STREET AT WALNUT STREET",1350.0,14000.0,11600.0,920.0,10400.0,8600.0
-13563426.6638,4825422.7765,197,3,32,,BUT,R,9.006,R,"CHICO, ON NINTH STREET AT ORANGE STREET",970.0,10800.0,9000.0,920.0,10400.0,8600.0
-13563224.2246,4825600.2763,198,3,32,,BUT,R,9.133,R,"CHICO, ON NINTH STREET AT IVY STREET",1050.0,10900.0,9800.0,970.0,10800.0,9000.0
-13562087.1125,4826581.9418,199,3,32,,BUT,,9.41,R,"CHICO, ON NINTH STREET AT PINE STREET",1900.0,21400.0,19700.0,1450.0,16400.0,14800.0
-13561980.2802,4826675.985,200,3,32,,BUT,,9.46,R,"CHICO, ON NINTH STREET AT CYPRESS STREET",1500.0,17000.0,15400.0,1900.0,21400.0,19700.0
-13562709.341,4826051.04,201,3,32,,BUT,R,9.461,R,"CHICO, ON NINTH STREET AT BROADWAY",1200.0,12100.0,11100.0,1050.0,10900.0,9800.0
-13562594.6304,4826138.5794,202,3,32,,BUT,R,9.571,R,"CHICO, ON 9TH ST AT MAIN ST",2350.0,28100.0,25000.0,2580.0,30800.0,27000.0
-13560850.2517,4827657.1334,203,3,32,,BUT,,10.187,R,"CHICO, JCT. RTE. 99",1600.0,19100.0,17100.0,1500.0,17000.0,15400.0
-13560850.2517,4827657.1334,204,3,32,,BUT,,10.187,R,"CHICO, ON NINTH STREET AT FIR STREET",1320.0,14300.0,13100.0,2580.0,30800.0,27000.0
-13559954.7846,4827962.8772,205,3,32,,BUT,,10.735,R,"CHICO, APPROXIMATELY HALF MILE EAST OF FIR STREET",2090.0,23000.0,21000.0,1700.0,19800.0,17900.0
-13624645.0198,4951717.4706,206,2,44,,SHA,L,0.0,R,"REDDING, JCT RTE 273 AND 299, RIGHT LANES",,,,7700.0,78500.0,75900.0
-13624539.7482,4951376.2891,207,2,44,,SHA,L,0.168,R,"REDDING, MARKET/TEHAMA STREETS, JCT RTE 273 SOUTH",1550.0,16500.0,15600.0,1500.0,15700.0,14700.0
-13624245.8771,4951472.1736,208,2,44,,SHA,L,0.313,R,"REDDING, ON SHASTA STREET AT LIBERTY STREET",2200.0,21400.0,20800.0,2200.0,21400.0,20800.0
-13624103.4641,4951520.2231,209,2,44,,SHA,L,0.384,R,"REDDING, ON TEHAMA STREET AT LIBERTY STREET",2200.0,21400.0,20600.0,2200.0,21400.0,20600.0
-13623772.5966,4951532.7384,210,2,44,,SHA,L,0.54,R,END INDEP ALIGN RT AND LT LNS,4050.0,43500.0,41500.0,4050.0,43500.0,41500.0
-13518600.6266,4664551.9798,211,3,51,,SAC,,3.688,R,"SACRAMENTO, JCT. RTE. 160 WEST",21800.0,276000.0,259000.0,23300.0,294000.0,266000.0
-13518046.2851,4664997.5383,212,3,51,,SAC,,4.061,R,"SACRAMENTO, ARDEN WAY",12700.0,193000.0,170000.0,11900.0,169000.0,165000.0
-13035958.8401,3849024.3509,213,11,54,,SD,,0.0,R,JCT. RTE. 5,,,,9300.0,112000.0,107000.0
-13035231.485,3849195.1335,214,11,54,,SD,,0.401,R,NATIONAL CITY BOULEVARD,5200.0,59000.0,57000.0,4900.0,63000.0,62000.0
-13034357.6301,3849558.7615,215,11,54,,SD,,0.899,R,"NATIONAL CITY, HIGHLAND AVENUE OVERCROSSING",4900.0,63000.0,62000.0,5300.0,68000.0,65000.0
-13033592.3449,3849920.7487,216,11,54,,SD,,1.35,R,EDGEMERE AVENUE,5300.0,68000.0,65000.0,5300.0,68000.0,65000.0
-13122187.8629,3999567.4264,217,12,57,,ORA,,10.83,R,"ORANGE, JCT. RTES. 5 AND 22",,,,11000.0,127000.0,124500.0
-13122316.7305,3999863.9712,218,12,57,,ORA,,11.022,R,END RIGHT INDEPENDENT ALIGN,11200.0,130000.0,126900.0,,,
-13117554.725,4028720.1468,219,7,57,,LA,R,4.296,R,"DIAMOND BAR, BEGIN RIGHT ALIGNMENT",,,,7200.0,105000.0,96000.0
-13117234.2697,4029006.5305,220,7,57,,LA,R,4.518,R,"DIAMOND BAR, NORTH JCT. RTE. 60",7200.0,105000.0,96000.0,,,
-13116102.7565,4044014.6553,221,7,57,,LA,R,11.284,R,"GLENDORA, BEGIN INDEPENDENT ALIGNMENT RIGHT",,,,5400.0,78000.0,71000.0
-13116272.9997,4044955.7521,222,7,57,,LA,R,11.791,R,"GLENDORA, JCT. RTE. 210",5400.0,78000.0,71000.0,,,
-13117222.9305,4045088.1175,223,7,57,,LA,R,12.303,R,"GLENDORA, END INDEPENDENT ALIGNMENT RIGHT",5400.0,78000.0,71000.0,,,
-13279554.7089,4345631.9507,224,6,63,,TUL,L,9.191,R,"COURT ST@NOBLE;RE L9.19",1300.0,14000.0,13300.0,,,
-13279554.7089,4345631.9507,225,6,63,,TUL,,7.948,R,"COURT ST@NOBLE;RE L9.19",1350.0,12000.0,11400.0,1300.0,14000.0,13300.0
-13279555.4004,4345701.3726,226,6,63,,TUL,,7.98,R,"VISALIA, EAST JCT. RTE. 198",1300.0,14700.0,14000.0,1150.0,12300.0,11700.0
-13279564.6767,4346147.5216,227,6,63,,TUL,,8.2,R,"VISALIA, ON COURT STREET AT MAIN STREET",1350.0,12300.0,11700.0,1550.0,13500.0,12900.0
-13279564.7347,4346522.1963,228,6,63,,TUL,,8.392,R,"VISALIA, ON COURT STREET AT SCHOOL STREET",1150.0,10200.0,9700.0,960.0,10200.0,9800.0
-13279550.4158,4347261.3302,229,6,63,,TUL,R,8.775,R,"VISALIA, ON COURT STREET/WEST THIRD AVENUE NEAR LINCOLN OVAL",880.0,9400.0,8900.0,870.0,7800.0,7400.0
-13280039.6124,4347758.5777,230,6,63,,TUL,R,9.095,R,"VISALIA, ON NORTH WEST THIRD AVENUE AT HOUSTON AVENUE",810.0,7300.0,6900.0,,,
-13464057.7714,4856879.0609,231,2,70,,PLU,R,43.086,R,"LAWRENCE STREET, BEGIN COUPLET",750.0,6800.0,14000.0,800.0,6850.0,6500.0
-13463951.2588,4856752.4048,232,2,70,,PLU,R,43.179,R,"QUINCY, MAIN STREET AT COURT STREET/BUCKS LAKE ROAD",400.0,3450.0,3250.0,460.0,4150.0,3900.0
-13463689.421,4856754.3483,233,2,70,,PLU,R,43.303,R,"QUINCY, ON MAIN STREET AT RAILWAY AVENUE",460.0,4150.0,3900.0,530.0,4800.0,4600.0
-13462881.2309,4856874.9589,234,2,70,,PLU,R,43.7,R,"QUINCY, END COUPLET ON MAIN STREET AT LAWRENCE STREET",590.0,5500.0,5300.0,1150.0,11000.0,10300.0
-13114278.2584,4037988.0243,235,7,71,,LA,R,0.335,R,"POMONA, JCT. RTES. 10/57, SAN BERNARDINO/ORANGE FREEWAYS",,,,2900.0,52000.0,42000.0
-13114023.7047,4037859.8659,236,7,71,,LA,R,0.49,R,"POMONA, END INDEPENDENT ALIGNMENT RIGHT",2900.0,52000.0,42000.0,,,
-13124359.2607,3986840.0189,237,12,73,,ORA,R,27.742,R,BEGIN RIGHT ALIGN,,,,1300.0,17000.0,15400.0
-13124450.2612,3986935.5445,238,12,73,,ORA,R,27.811,R,"JCT RTE 405, SAN DIEGO FREEWAY",1100.0,17000.0,15400.0,,,
-13124884.3638,3986988.5505,239,12,73,,ORA,R,28.045,R,END RIGHT ALIGN,1300.0,17000.0,15400.0,,,
-13043844.6861,3854820.7076,240,11,75,,SD,R,19.696,R,"CORONADO, JCT. RTE. 282, ON 4TH STREET AT ORANGE AVENUE",,,,2350.0,27000.0,25500.0
-13043686.2854,3854742.1299,241,11,75,,SD,R,19.79,R,"CORONADO, ON 4TH STREET AT C AVENUE",2350.0,27000.0,25500.0,2450.0,30000.0,26000.0
-13043586.9949,3854692.5434,242,11,75,,SD,R,19.849,R,"CORONADO, ON 4TH STREET AT B AVENUE",2450.0,30000.0,26000.0,2850.0,34000.0,32000.0
-13043338.7369,3854564.9538,243,11,75,,SD,R,19.99,R,"CORONADO, BEGIN DIVIDED HIGHWAY FACILITY",4100.0,35000.0,31500.0,,,
-13624613.3054,4549140.4149,244,4,80,,SF,,5.588,R,"FIRST/HARRISON STREETS, BAY BRIDGE CONNECTIONS",6600.0,106000.0,97000.0,7900.0,129000.0,119000.0
-13621754.8858,4552480.1668,245,4,80,,SF,,7.719,R,"TREASURE ISLAND; YERBA BUENA ISLAND",9000.0,138000.0,132000.0,8900.0,135000.0,130000.0
-13421270.2804,4767636.5848,246,3,80,,NEV,R,62.027,R,"CARYLE ROAD, INDIAN SPRINGS INTERCHANGE",1700.0,17500.0,15300.0,1700.0,17500.0,15300.0
-13401997.8052,4768359.4606,247,3,80,,NEV,R,2.476,R,SODA SPRINGS,4150.0,39000.0,31500.0,4200.0,39500.0,32000.0
-13397285.3214,4770290.0358,248,3,80,,NEV,R,5.066,R,CASTLE PEAK,4150.0,42500.0,32000.0,4200.0,41500.0,32000.0
-13390545.7955,4769198.8869,249,3,80,,NEV,R,9.007,R,DONNER LAKE,4200.0,37000.0,31000.0,4200.0,38500.0,31000.0
-13133499.9362,4009568.4074,250,12,91,,ORA,R,3.638,R,"FULLERTON, JCT. RTE. 5, SANTA ANA FREEWAY",14000.0,193000.0,182100.0,13100.0,182000.0,173800.0
-13133088.6751,4009609.6481,251,12,91,,ORA,R,3.851,R,"FULLERTON, MAGNOLIA BOULEVARD",13700.0,191000.0,182100.0,8400.0,120000.0,113900.0
-13107290.5549,4011391.3765,252,12,91,,ORA,R,14.431,R,WEIR CANYON ROAD,10600.0,168000.0,160000.0,16900.0,269000.0,258600.0
-13100885.2538,4011611.1635,253,12,91,,ORA,R,17.95,R,COAL CANYON ROAD RIGHT,16100.0,256000.0,246100.0,16100.0,256000.0,246100.0
-13025523.9392,3862605.4714,254,11,94,,SD,R,10.461,R,JCT. RTE. 125,12600.0,163000.0,136000.0,3750.0,44000.0,43500.0
-13024930.2364,3862382.2651,255,11,94,,SD,R,10.829,R,SPRING STREET,3750.0,44000.0,43500.0,8200.0,44000.0,43500.0
-13177698.8768,4049540.1132,256,7,101,,LA,,11.747,R,"LOS ANGELES, JCT. RTES. 134/170",7900.0,121000.0,111000.0,9100.0,140000.0,128000.0
-13187977.7391,4050449.1235,257,7,101,,LA,,17.17,R,"LOS ANGELES, JCT. RTE. 405",10000.0,153000.0,140000.0,10600.0,163000.0,149000.0
-13484711.658,4328762.782,258,5,101,,MON,R,41.048,R,BEG INDEP ALIGN RT LNS,2100.0,18900.0,16200.0,1050.0,9400.0,8100.0
-13484966.4423,4328798.2321,259,5,101,,MON,R,41.178,R,"KING CITY, BROADWAY",1050.0,9400.0,8100.0,1700.0,15000.0,13000.0
-13486128.8043,4327875.9804,260,5,101,,MON,R,41.954,R,"JOLON ROAD, NORTH JCT.",1700.0,15000.0,13000.0,1900.0,15000.0,13500.0
-13486829.532,4328286.3038,261,5,101,,MON,R,42.394,R,END FREEWAY,3700.0,39000.0,27200.0,3100.0,32000.0,27000.0
-13539195.8463,4419488.059,262,5,101,,SBT,,0.312,R,BEG INDEP ALIGN RT LNS,6500.0,77000.0,70000.0,2950.0,35500.0,32000.0
-13534147.1987,4419865.6367,263,5,101,,SBT,,2.998,R,JCT. RTE. 156 EAST,2950.0,35500.0,32000.0,2550.0,32500.0,28000.0
-13533886.613,4420095.9878,264,5,101,,SBT,,3.173,R,END RIGHT ALIGN,2500.0,28500.0,27000.0,2550.0,32500.0,28000.0
-13626068.5788,4546445.8117,265,4,101,,SF,R,4.241,R,"SAN FRANCISCO, JCT. RTE. 80",15500.0,216000.0,298000.0,6100.0,89000.0,191000.0
-13626326.9065,4546894.4765,266,4,101,,SF,R,4.511,R,MISSION/DUBOISE ST,2000.0,28500.0,28000.0,2000.0,28500.0,28000.0
-13821981.6111,4983190.838,267,1,101,,HUM,,78.56,R,"EUREKA, ON FIFTH STREET AT G STREET",1700.0,15500.0,14900.0,1700.0,14700.0,14100.0
-13821733.0899,4983236.2177,268,1,101,,HUM,,78.68,R,"EUREKA, ON FIFTH STREET AT I STREET",2000.0,16800.0,16100.0,2000.0,19400.0,18500.0
-13820806.4643,4983416.0395,269,1,101,,HUM,,79.126,R,"EUREKA, ON FIFTH STREET AT MYRTLE AVENUE",3600.0,37500.0,35660.0,2400.0,26000.0,23400.0
-13820720.7723,4983453.3121,270,1,101,,HUM,,79.168,R,"EUREKA, ON FIFTH STREET AT JCT. RTE. 255 NORTH",2400.0,26000.0,23900.0,1950.0,20400.0,18700.0
-13819879.1313,4983483.6029,271,1,101,,HUM,,79.574,R,"EUREKA, BEGIN DIVIDED HIGHWAY FACILITY",1950.0,20400.0,18700.0,3400.0,36500.0,35000.0
-13824942.117,5124055.8632,272,1,101,,DN,,26.183,R,"CRESCENT CITY, ON M STREET",3300.0,25500.0,30700.0,1890.0,21100.0,16900.0
-13825002.6501,5124089.481,273,1,101,,DN,,26.211,R,"CRESCENT CITY, ON M STREET AT FRONT STREET",700.0,8200.0,6700.0,900.0,9600.0,7800.0
-13825215.9888,5124390.9446,274,1,101,,DN,,26.38,R,"CRESCENT CITY, ON M STREET AT 4TH STREET",900.0,9600.0,7800.0,900.0,9700.0,7900.0
-13825570.5723,5124886.1779,275,1,101,,DN,,26.663,R,"CRESCENT CITY, ON M STREET AT 9TH STREET",900.0,9700.0,7900.0,900.0,9700.0,8000.0
-13825626.1278,5125153.9477,276,1,101,,DN,,26.771,R,"CRESCENT CITY, NORTH OF 9 TH STREET",1000.0,10000.0,9000.0,,,
-13469931.9088,4528801.2191,277,10,108,,STA,R,22.438,R,JCT. RTE. 132,,,,480.0,5800.0,4650.0
-13469208.2824,4529492.8938,278,10,108,,STA,R,22.921,R,"MODESTO, K STREET AT NEEDHAM AVENUE",480.0,5800.0,4650.0,,,
-13161527.1095,4038895.5834,279,7,110,,LA,,25.086,R,"LOS ANGELES, SOLANO AVENUE",5700.0,93000.0,87000.0,5700.0,92000.0,86000.0
-13555847.7285,4652518.2272,280,4,113,,SOL,R,21.24,R,"DIXON, WEST JCT. RTE. 80",2250.0,21700.0,20500.0,1400.0,19000.0,18100.0
-13555247.3198,4653302.8551,281,4,113,,SOL,R,21.772,R,EAST JCT. RTE. 80 NB,1950.0,21500.0,20300.0,4050.0,42500.0,40500.0
-13555231.2482,4653726.8866,282,4,113,,SOL,R,21.989,R,END INDEP ALIGN,1950.0,21500.0,20300.0,4050.0,42500.0,40500.0
-13672798.1279,4636531.4213,283,4,116,,SON,R,26.65,R,BEGIN RIGHT ALIGN,2900.0,30500.0,30000.0,1450.0,14600.0,14300.0
-13672727.5936,4636386.956,284,4,116,,SON,R,26.733,R,"SEBASTOPOL, JCT. RTE. 12 EAST",1450.0,14600.0,14300.0,1250.0,13200.0,12600.0
-13672350.0669,4635508.4222,285,4,116,,SON,R,27.2,R,"SEBASTOPOL, PALM AVENUE",1250.0,13200.0,12600.0,1150.0,12900.0,12300.0
-13672163.1585,4635342.6292,286,4,116,,SON,R,27.3,R,"SEBASTOPOL, PETALUMA AVENUE",1150.0,12900.0,11900.0,2250.0,25500.0,24800.0
-13672163.1585,4635342.6292,287,4,116,,SON,R,27.3,R,"SEBASTOPOL, PETALUMA AVENUE",1150.0,12900.0,11900.0,,,
-13185071.7693,4064653.8818,288,7,118,,LA,R,11.447,R,"LOS ANGELES, JCT. RTE. 5",9100.0,119000.0,111000.0,6200.0,81000.0,76000.0
-13184357.5562,4064810.9407,289,7,118,,LA,R,11.822,R,"LOS ANGELES, END INDEPENDENT ALIGNMENT",6200.0,81000.0,76000.0,12400.0,161000.0,151000.0
-13429855.1129,4554345.476,290,10,120,,STA,T,18.017,R,BEGIN RIGHT ALIGN IN STA CO.,,,13100.0,1300.0,7300.0,12600.0
-13429595.0377,4554486.9259,291,10,120,,STA,T,18.168,R,STANISLAUS/TUOLUME COUNTY LINE,1300.0,7300.0,6300.0,,,
-13429595.0377,4554486.9259,292,10,120,,TUO,R,0.0,R,STANISLAUS/TUOLUME COUNTY LINE,,,,720.0,7300.0,12600.0
-13167211.2684,4049254.0963,293,7,134,,LA,R,5.47,R,"LOS ANGELES, JCT. RTE. 5",7400.0,106000.0,96000.0,8100.0,115000.0,105000.0
-13224732.3112,4132205.9576,294,7,138,,LA,,0.0,R,JCT. RTE. 5,,,,170.0,2250.0,2100.0
-13222350.5064,4133026.1283,295,7,138,,LA,,1.392,R,END INDEPENDENT ALIGNMENT,170.0,2250.0,2100.0,,,
-13365038.6968,4400244.1052,296,6,145,,FRE,,34.15,R,BEG SEP RDWY-WEST A ST,,,,320.0,3900.0,3750.0
-13365035.2557,4400507.3129,297,6,145,,FRE,,34.29,R,"KERMAN, C ST.",320.0,3900.0,3750.0,,,
-13622497.1587,4965433.1647,298,2,151,,SHA,R,5.62,R,BEGIN COUPLET AT ASHBY ROAD,590.0,6500.0,11250.0,1280.0,12500.0,8950.0
-13621844.1463,4965334.9707,299,2,151,,SHA,R,5.931,R,ON SHASTA DAM BLVD AT HARDENBROOK AVE,650.0,6700.0,4800.0,680.0,6400.0,4550.0
-13622497.1587,4965433.1647,300,2,151,,SHA,R,5.62,R,BEGIN COUPLET AT ASHBY ROAD,,,,650.0,6700.0,4800.0
-13553915.3315,4426603.738,301,5,152,,SCR,T,2.929,R,"WATSONVILLE, ON EAST LAKE STREET AT MAIN STREET",3000.0,27000.0,26000.0,1500.0,13100.0,11900.0
-13041605.6557,3858049.5223,302,11,163,,SD,,0.531,R,"SAN DIEGO, ON 11TH AVENUE NORTH OF A STREET",,,,2450.0,29000.0,27000.0
-13041606.1139,3858105.4951,303,11,163,,SD,,0.555,R,"SAN DIEGO, ON 11TH AVENUE AT RUSS BOULEVARD",2450.0,29000.0,27000.0,2550.0,26500.0,25500.0
-13041607.8315,3858299.206,304,11,163,,SD,,0.607,R,"SAN DIEGO, ON 11TH AVENUE, NORTH OF ASH STREET",2550.0,26500.0,25500.0,,,
-13248721.6842,4215648.3328,305,6,178,,KER,,1.705,R,BAKERSFIELD/M STREET,5200.0,59000.0,56000.0,2600.0,31000.0,28000.0
-13248449.7275,4215735.7429,306,6,178,,KER,R,1.821,R,"BAKERSFIELD, NEAR O STREET",2650.0,31000.0,28000.0,,,
-13293438.8571,4345756.5708,307,6,198,,TUL,R,3.257,R,BEG INDEP ALIGN RT,3000.0,33000.0,31500.0,1550.0,17300.0,16600.0
-13292316.6509,4345599.1063,308,6,198,,TUL,R,3.835,R,JCT. RTE. 99,1500.0,17000.0,15900.0,5800.0,65000.0,62000.0
-13291538.6086,4345734.7427,309,6,198,,TUL,R,4.23,R,END INDEP ALIGN,1500.0,17000.0,15900.0,,,
-13820081.3215,5131472.0109,310,1,199,,DN,T,0.506,R,JCT. RTE. 101,,,,900.0,6800.0,5400.0
-13572420.2868,4498257.5841,311,4,237,,SCL,R,9.125,R,McCARTHY BOULEVARD,4100.0,53000.0,51000.0,3900.0,52000.0,49000.0
-13611758.5039,4548932.7531,312,4,260,,ALA,R,0.838,R,BEG INDEP ALIGN RT LNS,4250.0,65000.0,62000.0,320.0,32500.0,32000.0
-13611777.9748,4549439.1279,313,4,260,,ALA,R,1.124,R,"ALAMEDA, POSEY TUBE",,,,2200.0,34000.0,32000.0
-13611180.8599,4550796.4247,314,4,260,,ALA,R,1.924,R,"OAKLAND, JCT RTE 880, END RIGHT ALIGN",4250.0,65000.0,62000.0,,,
-13624063.0129,4949928.2015,315,2,273,,SHA,,15.921,R,MARKET/PINE STREETS,1650.0,16500.0,20600.0,1900.0,18100.0,17000.0
-13624038.6231,4950047.6213,316,2,273,,SHA,,15.978,R,"REDDING, ON PINE ST. AT CYPRESS ST., RT",950.0,9800.0,9700.0,1100.0,10200.0,9700.0
-13624255.1601,4950987.4216,317,2,273,,SHA,R,16.45,R,"REDDING, ON PINE ST. AT PLACER ST., RT",1050.0,10200.0,10100.0,970.0,9700.0,9500.0
-13624396.3674,4951421.5821,318,2,273,,SHA,R,16.659,R,"REDDING, ON PINE ST AT TEHAMA ST, JCT RTE 44 (EB LANES) RT",970.0,9700.0,9500.0,560.0,5600.0,5500.0
-13624442.6361,4951567.6456,319,2,273,,SHA,R,16.73,R,JCT RTE 299W AND RTE 44E,1380.0,14900.0,9450.0,410.0,4650.0,3950.0
-13633450.0221,4537264.8157,320,4,280,,SM,M,26.877,R,BEGIN RIGHT ALIGN,18800.0,228000.0,224000.0,7700.0,94000.0,92000.0
-13633418.0015,4537836.9097,321,4,280,,SM,M,27.165,R,"DALY CITY, JCT. RTE. 1 NORTH",7700.0,94000.0,92000.0,4800.0,57000.0,56000.0
-13633142.2252,4538297.3112,322,4,280,,SM,M,27.421,R,SAN MATEO/SAN FRANCISCO COUNTY LINE,4800.0,57000.0,56000.0,4700.0,56000.0,55000.0
-13626874.8431,4541793.5872,323,4,280,,SF,R,4.009,R,BEG INDEP ALIGN,7900.0,98000.0,97000.0,5500.0,69000.0,68000.0
-13626257.5428,4542087.3098,324,4,280,,SF,R,4.341,R,"SAN FRANCISCO, JCT. RTE. 101",6800.0,86000.0,85000.0,5500.0,69000.0,68000.0
-13624587.1001,4544174.6907,325,4,280,,SF,R,5.62,R,"SAN FRANCISCO, ARMY STREET",5500.0,69000.0,68000.0,4950.0,62000.0,61000.0
-13624609.5054,4544864.9186,326,4,280,,SF,R,5.951,R,END ALIGN,4950.0,62000.0,61000.0,8100.0,102000.0,100000.0
-13043752.3092,3855011.9186,327,11,282,,SD,,0.0,R,JCT. RTE. 75,,,,2000.0,16800.0,15000.0
-13044007.3859,3855138.7028,328,11,282,,SD,,0.15,R,3RD ST. AT E AVENUE,2250.0,16300.0,15000.0,1600.0,14800.0,13300.0
-13044369.5518,3855318.8866,329,11,282,,SD,,0.366,R,3RD ST. AT H AVENUE,1600.0,14800.0,13300.0,1950.0,16600.0,15000.0
-13044623.9831,3855444.4342,330,11,282,,SD,,0.51,R,3RD ST. AT J AVENUE,1950.0,16600.0,15000.0,1600.0,13800.0,12700.0
-13044745.1999,3855505.5438,331,11,282,,SD,,0.581,R,3RD ST./ALAMEDA BLVD,1600.0,13800.0,12700.0,2700.0,25500.0,22600.0
-13044842.6606,3855306.9148,332,11,282,,SD,,0.691,R,"CORONADO, ALAMEDA BLVD. AT 4TH STREET, NORTH ISLAND NAVAL AIR STATION",2700.0,25500.0,22600.0,,,
-13200032.9733,4503831.6454,333,9,395,,MNO,R,0.0,R,INYO/MONO COUNTY LINE,,,,580.0,4700.0,3600.0
-13358468.9134,4818673.904,334,3,395,,SIE,R,0.0,R,NEVADA STATE LINE,1500.0,16400.0,12600.0,2050.0,23300.0,17400.0
-13362192.0413,4823708.879,335,3,395,,SIE,R,3.059,R,SIERRA/LASSEN COUNTY LINE,1550.0,16500.0,9200.0,,,
-13531608.5341,4542554.4699,336,10,580,,SJ,,15.308,R,BEGIN INDEP ALIGN,,,,2150.0,24000.0,21600.0
-13531678.3675,4542627.1795,337,10,580,,SJ,,15.358,R,SAN JOAQUIN/ALAMEDA CNTY LINE,2150.0,24000.0,21600.0,,,
-13531678.3675,4542627.1795,338,4,580,,ALA,,0.092,R,SAN JOAQUIN/ALAMEDA CNTY LINE,,,,1650.0,20700.0,19400.0
-13532110.3545,4543084.6847,339,4,580,,ALA,,0.39,R,JCT. RTE. 205 EAST,1650.0,20700.0,19400.0,1650.0,20700.0,19400.0
-13532159.3293,4543131.1426,340,4,580,,ALA,,0.422,R,JCT RTE 205/239 UNC,1650.0,20700.0,19400.0,1650.0,20700.0,19400.0
